Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderSlackwareTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderSlackwareTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.model.jpa.Article.getTitle; com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Article.getCommentUrl; com.sismics.reader.core.model.jpa.Feed.getTitle; com.sismics.reader.core.model.jpa.Article.getCommentCount; com.sismics.reader.core.model.jpa.Article.getUrl; com.sismics.reader.core.model.jpa.Article.getGuid; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.model.jpa.Article.getCreator; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.model.jpa.Article.getPublicationDate
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderMalikiTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderMalikiTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.model.jpa.Article.getTitle; com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Article.getCommentUrl; com.sismics.reader.core.model.jpa.Feed.getTitle; com.sismics.reader.core.model.jpa.Article.getCommentCount; com.sismics.reader.core.model.jpa.Article.getUrl; com.sismics.reader.core.model.jpa.Article.getGuid; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.model.jpa.Article.getCreator; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.model.jpa.Article.getPublicationDate
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderNovaTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderNovaTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.model.jpa.Article.getTitle; com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Article.getCommentUrl; com.sismics.reader.core.model.jpa.Feed.getTitle; com.sismics.reader.core.model.jpa.Article.getCommentCount; com.sismics.reader.core.model.jpa.Article.getUrl; com.sismics.reader.core.model.jpa.Article.getGuid; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.model.jpa.Article.getCreator; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.model.jpa.Article.getPublicationDate
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rdfReaderAutostripTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rdfReaderAutostripTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.model.jpa.Article.getUrl; com.sismics.reader.core.model.jpa.Article.getGuid; com.sismics.reader.core.model.jpa.Feed.getDescription; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.model.jpa.Feed.getUrl; com.sismics.reader.core.model.jpa.Feed.getLanguage; com.sismics.reader.core.model.jpa.Article.getCreator; com.sismics.reader.core.model.jpa.Article.getTitle; com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Feed.getTitle; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.model.jpa.Article.getPublicationDate
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rdfReaderLxerTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rdfReaderLxerTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.model.jpa.Article.getUrl; com.sismics.reader.core.model.jpa.Article.getGuid; com.sismics.reader.core.model.jpa.Feed.getDescription; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.model.jpa.Feed.getUrl; com.sismics.reader.core.model.jpa.Feed.getLanguage; com.sismics.reader.core.model.jpa.Article.getCreator; com.sismics.reader.core.model.jpa.Article.getTitle; com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Feed.getTitle; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.model.jpa.Article.getPublicationDate
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rdfReaderMeisalamTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rdfReaderMeisalamTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.model.jpa.Article.getUrl; com.sismics.reader.core.model.jpa.Article.getGuid; com.sismics.reader.core.model.jpa.Feed.getDescription; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.model.jpa.Feed.getUrl; com.sismics.reader.core.model.jpa.Feed.getLanguage; com.sismics.reader.core.model.jpa.Article.getCreator; com.sismics.reader.core.model.jpa.Article.getTitle; com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Feed.getTitle; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.model.jpa.Article.getPublicationDate
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rdfReaderOatmealTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rdfReaderOatmealTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.model.jpa.Article.getUrl; com.sismics.reader.core.model.jpa.Article.getGuid; com.sismics.reader.core.model.jpa.Feed.getDescription; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.model.jpa.Feed.getUrl; com.sismics.reader.core.model.jpa.Feed.getLanguage; com.sismics.reader.core.model.jpa.Article.getCreator; com.sismics.reader.core.model.jpa.Article.getTitle; com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Feed.getTitle; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.model.jpa.Article.getPublicationDate
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderIboxTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderIboxTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.model.jpa.Article.getCommentUrl; com.sismics.reader.core.model.jpa.Article.getCommentCount; com.sismics.reader.core.model.jpa.Article.getUrl; com.sismics.reader.core.model.jpa.Article.getGuid; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.model.jpa.Feed.getUrl; com.sismics.reader.core.model.jpa.Article.getCreator; com.sismics.reader.core.model.jpa.Article.getTitle; com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Feed.getTitle; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.model.jpa.Article.getPublicationDate
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderBysmeTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderBysmeTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.model.jpa.Article.getTitle; com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Feed.getTitle; com.sismics.reader.core.model.jpa.Article.getUrl; com.sismics.reader.core.model.jpa.Article.getGuid; com.sismics.reader.core.model.jpa.Feed.getUrl; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.model.jpa.Article.getPublicationDate
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderNasaTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,rssReaderNasaTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.model.jpa.Article.getCommentUrl; com.sismics.reader.core.model.jpa.Article.getCommentCount; com.sismics.reader.core.model.jpa.Article.getUrl; com.sismics.reader.core.model.jpa.Article.getGuid; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.model.jpa.Feed.getUrl; com.sismics.reader.core.model.jpa.Article.getCreator; com.sismics.reader.core.model.jpa.Article.getTitle; com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Feed.getTitle; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.model.jpa.Article.getPublicationDate
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,htmlLeMessagerFailTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,htmlLeMessagerFailTest,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,htmlTooManyRecoveryTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
project-1-team-8,com.sismics.reader.core.dao.file.rss,TestRssReader,htmlTooManyRecoveryTest,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
project-1-team-8,com.sismics.reader.core.dao.file.json,TestStarredReader,starredReaderTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
project-1-team-8,com.sismics.reader.core.dao.file.json,TestStarredReader,starredReaderTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.model.jpa.Article.getTitle; com.sismics.reader.core.model.jpa.Feed.getTitle; com.sismics.reader.core.model.jpa.Article.getUrl; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.model.jpa.Feed.getUrl; com.sismics.reader.core.dao.file.json.StarredReader.read; com.sismics.reader.core.model.jpa.Feed.getRssUrl
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractKorbenTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractKorbenTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.html.RssExtractor.getFeedList; com.sismics.reader.core.dao.file.html.RssExtractor.readPage
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractXkcdTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractXkcdTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.html.RssExtractor.getFeedList; com.sismics.reader.core.dao.file.html.RssExtractor.readPage
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractPloumTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractPloumTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.html.RssExtractor.getFeedList; com.sismics.reader.core.dao.file.html.RssExtractor.readPage
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractMakiko,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractMakiko,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.html.RssExtractor.getFeedList; com.sismics.reader.core.dao.file.html.RssExtractor.readPage; com.sismics.reader.core.dao.file.html.FeedChooserStrategy.guess
project-1-team-8,com.sismics.reader.core.dao.file.html,TestFaviconDownloader,faviconDownloaderSlashdotTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
project-1-team-8,com.sismics.reader.core.dao.file.html,TestFaviconDownloader,faviconDownloaderSlashdotTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.html.FaviconDownloader.downloadFavicon; com.sismics.reader.core.dao.file.html.FaviconDownloader.downloadFaviconFromPage
project-1-team-8,com.sismics.reader.core.dao.file.html,TestFaviconDownloader,faviconDownloaderBlipTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
project-1-team-8,com.sismics.reader.core.dao.file.html,TestFaviconDownloader,faviconDownloaderBlipTest,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
project-1-team-8,com.sismics.reader.core.dao.file.html,TestFaviconDownloader,faviconDownloaderBlipTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.html.FaviconDownloader.downloadFavicon; com.sismics.reader.core.dao.file.html.FaviconDownloader.downloadFaviconFromPage
project-1-team-8,com.sismics.reader.core.dao.file.html,TestFaviconDownloader,faviconDownloaderLyonUrbainTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
project-1-team-8,com.sismics.reader.core.dao.file.html,TestFaviconDownloader,faviconDownloaderLyonUrbainTest,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
project-1-team-8,com.sismics.reader.core.dao.file.html,TestFaviconDownloader,faviconDownloaderLyonUrbainTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.html.FaviconDownloader.downloadFavicon; com.sismics.reader.core.dao.file.html.FaviconDownloader.downloadFaviconFromPage
project-1-team-8,com.sismics.reader.core.dao.file.html,TestFaviconDownloader,faviconDownloaderAbstruseGooseTest,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
project-1-team-8,com.sismics.reader.core.dao.file.html,TestFaviconDownloader,faviconDownloaderDoubleFineTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
project-1-team-8,com.sismics.reader.core.dao.jpa,TestJpa,testJpa,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
project-1-team-8,com.sismics.reader.core.dao.jpa,TestJpa,testJpa,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.model.jpa.User.setEmail; com.sismics.reader.core.model.jpa.User.setRoleId; com.sismics.reader.core.dao.jpa.UserDao.create; com.sismics.reader.core.model.jpa.User.setUsername; com.sismics.reader.core.util.TransactionUtil.commit; com.sismics.reader.core.dao.jpa.UserDao.getById; com.sismics.reader.core.model.jpa.User.setLocaleId; com.sismics.reader.core.model.jpa.User.getEmail
project-1-team-8,com.sismics.util,TestTextSanitizer,textSanitizerTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerImageAkeweaTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerImageAkeweaTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.util.UrlUtil.getBaseUri; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.model.jpa.Feed.getUrl; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.util.sanitizer.ArticleSanitizer.sanitize
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerImageDilbertTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerImageDilbertTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.util.UrlUtil.getBaseUri; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.model.jpa.Feed.getUrl; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.util.sanitizer.ArticleSanitizer.sanitize
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerImageXmlBaseTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerImageXmlBaseTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Feed.getTitle; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.model.jpa.Article.getBaseUri; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.util.sanitizer.ArticleSanitizer.sanitize
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerLinkTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerLinkTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Feed.getTitle; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.util.UrlUtil.getBaseUri; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.util.sanitizer.ArticleSanitizer.sanitize
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeVimeoTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeVimeoTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.model.jpa.Feed.getUrl; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.util.sanitizer.ArticleSanitizer.sanitize
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeDailymotionTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeDailymotionTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.model.jpa.Feed.getUrl; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.util.sanitizer.ArticleSanitizer.sanitize
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeYoutubeTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeYoutubeTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.model.jpa.Feed.getUrl; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.util.sanitizer.ArticleSanitizer.sanitize
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeSlashdotTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeSlashdotTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.model.jpa.Feed.getUrl; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.util.sanitizer.ArticleSanitizer.sanitize
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeWhydTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeWhydTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.model.jpa.Feed.getUrl; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.util.sanitizer.ArticleSanitizer.sanitize
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeBandcampTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeBandcampTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.model.jpa.Feed.getUrl; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.util.sanitizer.ArticleSanitizer.sanitize
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeVineTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeVineTest,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.model.jpa.Feed.getUrl; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.util.sanitizer.ArticleSanitizer.sanitize
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer71Test,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer71Test,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.sismics.reader.core.dao.file.rss.RssReader.readRssFeed; com.sismics.reader.core.model.jpa.Feed.getTitle; com.sismics.util.UrlUtil.getBaseUri; com.sismics.reader.core.model.jpa.Article.getDescription; com.sismics.reader.core.dao.file.rss.RssReader.getArticleList; com.sismics.reader.core.dao.file.rss.RssReader.getFeed; com.sismics.reader.core.util.sanitizer.ArticleSanitizer.sanitize
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerMailto,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
project-1-team-8,com.sismics.util,TestUrlUtil,getBaseUriTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
project-1-team-8,com.sismics.util,TestUrlUtil,completeUrlTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
project-1-team-8,com.sismics.util,TestNetworkUtil,testUpnp,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
project-1-team-8,com.sismics.util,TestAdblockUtil,test,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
project-1-team-8,com.sismics.util,TestResourceUtil,listFilesTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
project-1-team-8,com.sismics.util,TestResourceUtil,loadResourceFileTest,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
project-1-team-8,com.sismics.util,TestCertUtil,sslTrustAllCertificateTest,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
project-1-team-8,com.sismics.reader.rest,TestAllResource,testAllResource,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 21
project-1-team-8,com.sismics.reader.rest,TestAllResource,testMultipleUsers,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
project-1-team-8,com.sismics.reader.rest,TestSearchResource,testSearchResource,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
project-1-team-8,com.sismics.reader.rest,TestJobResource,testJobResource,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
project-1-team-8,com.sismics.reader.rest,TestCategoryResource,testCategoryResource,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 56
project-1-team-8,com.sismics.reader.rest,TestSecurity,testSecurity,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
