Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,getActiveByUsername,10,1,1,151,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,getActiveByPasswordResetKey,10,1,1,168,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,delete,10,1,1,185,0,com.sismics.reader.core.model.jpa.User,com.sismics.reader.core.model.jpa.User; com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,hashPassword,3,1,1,223,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,getQueryParam,82,17,2,25,0,com.sismics.reader.core.dao.jpa.criteria.UserArticleCriteria,com.sismics.reader.core.dao.jpa.criteria.UserArticleCriteria
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,create,7,1,1,114,0,com.sismics.reader.core.model.jpa.UserArticle,com.sismics.reader.core.model.jpa.UserArticle; com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,update,8,1,1,132,0,com.sismics.reader.core.model.jpa.UserArticle,com.sismics.reader.core.model.jpa.UserArticle; com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,markAsRead,26,6,1,153,0,com.sismics.reader.core.dao.jpa.criteria.UserArticleCriteria,com.sismics.reader.core.dao.jpa.criteria.UserArticleCriteria; com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,delete,6,1,1,188,0,com.sismics.reader.core.model.jpa.UserArticle,com.sismics.reader.core.model.jpa.UserArticle; com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,getUserArticle,10,1,2,205,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,AuthenticationTokenDao,get,4,1,1,17,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,AuthenticationTokenDao,create,7,1,1,28,0,com.sismics.reader.core.model.jpa.AuthenticationToken,com.sismics.reader.core.model.jpa.AuthenticationToken; com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,AuthenticationTokenDao,delete,10,2,1,44,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,AuthenticationTokenDao,deleteOldSessionToken,7,1,1,59,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,AuthenticationTokenDao,updateLastConnectionDate,7,1,1,77,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedDao,getQueryParam,22,4,2,25,0,com.sismics.reader.core.dao.jpa.criteria.FeedCriteria,com.sismics.reader.core.dao.jpa.criteria.FeedCriteria
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedDao,create,7,1,1,56,0,com.sismics.reader.core.model.jpa.Feed,com.sismics.reader.core.model.jpa.Feed; com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedDao,delete,6,1,1,74,0,com.sismics.reader.core.model.jpa.Feed,com.sismics.reader.core.model.jpa.Feed; com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedDao,getByRssUrl,10,1,1,91,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedDao,update,12,1,1,109,0,com.sismics.reader.core.model.jpa.Feed,com.sismics.reader.core.model.jpa.Feed; com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,LocaleDao,getById,9,1,1,18,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,LocaleDao,findAll,5,1,0,33,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,getQueryParam,31,7,2,26,0,com.sismics.reader.core.dao.jpa.criteria.FeedSubscriptionCriteria,com.sismics.reader.core.dao.jpa.criteria.FeedSubscriptionCriteria
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,create,7,1,1,68,0,com.sismics.reader.core.model.jpa.FeedSubscription,com.sismics.reader.core.model.jpa.FeedSubscription; com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,update,9,1,1,86,0,com.sismics.reader.core.model.jpa.FeedSubscription,com.sismics.reader.core.model.jpa.FeedSubscription; com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,updateUnreadCount,4,1,2,108,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,reorder,16,4,2,122,0,com.sismics.reader.core.model.jpa.FeedSubscription,com.sismics.reader.core.model.jpa.FeedSubscription; com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,delete,6,1,1,150,0,com.sismics.reader.core.model.jpa.FeedSubscription,com.sismics.reader.core.model.jpa.FeedSubscription; com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,getFeedSubscription,10,1,2,167,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,findByCategory,5,1,1,186,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,getCategoryCount,5,1,2,200,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,create,7,1,1,18,0,com.sismics.reader.core.model.jpa.Category,com.sismics.reader.core.model.jpa.Category; com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,update,9,1,1,36,0,com.sismics.reader.core.model.jpa.Category,com.sismics.reader.core.model.jpa.Category; com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,reorder,16,4,2,58,0,com.sismics.reader.core.model.jpa.Category,com.sismics.reader.core.model.jpa.Category; com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,delete,6,1,1,86,0,com.sismics.reader.core.model.jpa.Category,com.sismics.reader.core.model.jpa.Category; com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,getRootCategory,5,1,1,103,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,getCategory,5,1,2,116,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,getCategoryCount,5,1,2,131,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,findAllCategory,5,1,1,146,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,findSubCategory,5,1,2,160,0,com.sismics.util.context.ThreadLocalContext,com.sismics.util.context.ThreadLocalContext
project-1-team-8,com.sismics.reader.core.dao.jpa,TestJpa,testJpa,13,1,0,17,1,com.sismics.reader.core.model.jpa.User,com.sismics.reader.core.model.jpa.User; com.sismics.reader.core.dao.jpa.UserDao; com.sismics.reader.core.util.TransactionUtil
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getId,3,1,0,100,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setId,3,1,1,109,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getReadTimestamp,3,1,0,118,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setReadTimestamp,3,1,1,127,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getStarTimestamp,3,1,0,136,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setStarTimestamp,3,1,1,145,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getFeedTitle,3,1,0,154,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setFeedTitle,3,1,1,163,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getFeedSubscriptionId,3,1,0,172,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setFeedSubscriptionId,3,1,1,181,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getFeedSubscriptionTitle,3,1,0,190,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setFeedSubscriptionTitle,3,1,1,199,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getArticleId,3,1,0,208,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setArticleId,3,1,1,217,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getArticleUrl,3,1,0,226,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setArticleUrl,3,1,1,235,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getArticleGuid,3,1,0,244,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setArticleGuid,3,1,1,253,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getArticleTitle,3,1,0,262,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setArticleTitle,3,1,1,271,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getArticleCreator,3,1,0,280,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setArticleCreator,3,1,1,289,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getArticleDescription,3,1,0,298,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setArticleDescription,3,1,1,307,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getArticleCommentUrl,3,1,0,316,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setArticleCommentUrl,3,1,1,325,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getArticleCommentCount,3,1,0,334,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setArticleCommentCount,3,1,1,343,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getArticleEnclosureUrl,3,1,0,352,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setArticleEnclosureUrl,3,1,1,361,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getArticleEnclosureLength,3,1,0,370,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setArticleEnclosureLength,3,1,1,379,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getArticleEnclosureType,3,1,0,388,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setArticleEnclosureType,3,1,1,397,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,getArticlePublicationTimestamp,3,1,0,406,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserArticleDto,setArticlePublicationTimestamp,3,1,1,415,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobDto,getId,3,1,0,40,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobDto,setId,3,1,1,49,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobDto,getName,3,1,0,58,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobDto,setName,3,1,1,67,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobDto,getUserId,3,1,0,76,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobDto,setUserId,3,1,1,85,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobDto,getCreateTimestamp,3,1,0,94,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobDto,setCreateTimestamp,3,1,1,103,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobDto,getStartTimestamp,3,1,0,112,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobDto,setStartTimestamp,3,1,1,121,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobDto,getEndTimestamp,3,1,0,130,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobDto,setEndTimestamp,3,1,1,139,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,getId,3,1,0,81,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,setId,3,1,1,90,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,getUrl,3,1,0,99,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,setUrl,3,1,1,108,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,getGuid,3,1,0,117,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,setGuid,3,1,1,126,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,getTitle,3,1,0,135,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,setTitle,3,1,1,144,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,getCreator,3,1,0,153,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,setCreator,3,1,1,162,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,getDescription,3,1,0,171,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,setDescription,3,1,1,180,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,getCommentUrl,3,1,0,189,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,setCommentUrl,3,1,1,198,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,getCommentCount,3,1,0,207,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,setCommentCount,3,1,1,216,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,getPublicationDate,3,1,0,225,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,setPublicationDate,3,1,1,234,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,getCreateDate,3,1,0,243,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,setCreateDate,3,1,1,247,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,getEnclosureUrl,3,1,0,251,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,setEnclosureUrl,3,1,1,260,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,getEnclosureCount,3,1,0,269,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,setEnclosureCount,3,1,1,278,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,getEnclosureType,3,1,0,287,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,setEnclosureType,3,1,1,296,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,getFeedId,3,1,0,305,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,ArticleDto,setFeedId,3,1,1,314,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedDto,getId,3,1,0,19,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedDto,setId,3,1,1,28,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedDto,getRssUrl,3,1,0,37,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedDto,setRssUrl,3,1,1,46,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobEventDto,getId,3,1,0,24,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobEventDto,setId,3,1,1,33,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobEventDto,getName,3,1,0,42,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobEventDto,setName,3,1,1,51,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobEventDto,getValue,3,1,0,60,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,JobEventDto,setValue,3,1,1,69,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserDto,getId,3,1,0,34,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserDto,setId,3,1,1,43,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserDto,getLocaleId,3,1,0,52,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserDto,setLocaleId,3,1,1,61,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserDto,getUsername,3,1,0,70,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserDto,setUsername,3,1,1,79,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserDto,getEmail,3,1,0,88,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserDto,setEmail,3,1,1,97,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserDto,getCreateTimestamp,3,1,0,106,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,UserDto,setCreateTimestamp,3,1,1,115,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,getId,3,1,0,86,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,setId,3,1,1,95,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,getFeedSubscriptionTitle,3,1,0,104,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,setFeedSubscriptionTitle,3,1,1,113,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,getUserId,3,1,0,122,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,setUserId,3,1,1,131,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,getFeedId,3,1,0,140,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,setFeedId,3,1,1,149,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,getFeedRssUrl,3,1,0,158,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,setFeedRssUrl,3,1,1,167,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,getFeedUrl,3,1,0,176,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,setFeedUrl,3,1,1,185,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,getFeedDescription,3,1,0,194,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,setFeedDescription,3,1,1,203,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,getUnreadUserArticleCount,3,1,0,212,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,setUnreadUserArticleCount,3,1,1,221,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,getCategoryId,3,1,0,230,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,setCategoryId,3,1,1,239,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,getCategoryParentId,3,1,0,248,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,setCategoryParentId,3,1,1,257,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,getCategoryName,3,1,0,266,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,setCategoryName,3,1,1,275,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,isCategoryFolded,3,1,0,284,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,setCategoryFolded,3,1,1,293,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,getFeedTitle,3,1,0,302,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,setFeedTitle,3,1,1,306,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,getCreateDate,3,1,0,310,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,setCreateDate,3,1,1,314,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,getSynchronizationFailCount,3,1,0,318,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.dto,FeedSubscriptionDto,setSynchronizationFailCount,3,1,1,322,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,FeedCriteria,getFeedUrl,3,1,0,19,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,FeedCriteria,setFeedUrl,4,1,1,28,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,FeedCriteria,isWithUserSubscription,3,1,0,38,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,FeedCriteria,setWithUserSubscription,4,1,1,47,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,JobCriteria,getUserId,3,1,0,14,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,JobCriteria,setUserId,4,1,1,23,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,ArticleCriteria,getId,3,1,0,42,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,ArticleCriteria,setId,4,1,1,51,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,ArticleCriteria,getGuidIn,3,1,0,61,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,ArticleCriteria,setGuidIn,4,1,1,70,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,ArticleCriteria,getTitle,3,1,0,80,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,ArticleCriteria,setTitle,4,1,1,89,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,ArticleCriteria,getUrl,3,1,0,99,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,ArticleCriteria,setUrl,4,1,1,108,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,ArticleCriteria,getPublicationDateMin,3,1,0,118,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,ArticleCriteria,setPublicationDateMin,4,1,1,127,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,ArticleCriteria,getFeedId,3,1,0,137,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,ArticleCriteria,setFeedId,4,1,1,146,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,JobEventCriteria,getJobId,3,1,0,14,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,JobEventCriteria,setJobId,4,1,1,23,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,FeedSubscriptionCriteria,getId,3,1,0,39,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,FeedSubscriptionCriteria,setId,4,1,1,48,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,FeedSubscriptionCriteria,getUserId,3,1,0,58,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,FeedSubscriptionCriteria,setUserId,4,1,1,67,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,FeedSubscriptionCriteria,getFeedId,3,1,0,77,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,FeedSubscriptionCriteria,setFeedId,4,1,1,86,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,FeedSubscriptionCriteria,getCategoryId,3,1,0,96,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,FeedSubscriptionCriteria,setCategoryId,4,1,1,105,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,FeedSubscriptionCriteria,getFeedUrl,3,1,0,115,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,FeedSubscriptionCriteria,setFeedUrl,4,1,1,124,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,FeedSubscriptionCriteria,isUnread,3,1,0,134,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,FeedSubscriptionCriteria,setUnread,4,1,1,143,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,UserArticleCriteria,getUserId,3,1,0,92,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,UserArticleCriteria,setUserId,4,1,1,101,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,UserArticleCriteria,getFeedId,3,1,0,111,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,UserArticleCriteria,setFeedId,4,1,1,120,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,UserArticleCriteria,isVisible,3,1,0,130,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,UserArticleCriteria,setVisible,4,1,1,139,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,UserArticleCriteria,isSubscribed,3,1,0,149,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,UserArticleCriteria,setSubscribed,4,1,1,158,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,UserArticleCriteria,getFeedSubscriptionId,3,1,0,168,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,UserArticleCriteria,setFeedSubscriptionId,4,1,1,177,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,UserArticleCriteria,isUnread,3,1,0,187,0,,
project-1-team-8,com.sismics.reader.core.dao.jpa.criteria,UserArticleCriteria,setUnread,4,1,1,196,0,,
