Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
project-1-team-8,com.sismics.android,Log,d,5,2,2,11,0,,
project-1-team-8,com.sismics.android,Log,w,5,2,2,23,0,,
project-1-team-8,com.sismics.android,Log,e,5,2,3,35,0,,
project-1-team-8,com.sismics.android,Log,e,5,2,2,48,0,,
project-1-team-8,com.sismics.android.util,DialogUtil,showOkDialog,12,2,3,16,0,,
project-1-team-8,com.sismics.android.util,DialogUtil,onClick,3,1,2,34,0,,
project-1-team-8,com.sismics.parallaxscroll,ParallaxScrollView,ParallaxScrollView,4,1,3,26,0,com.sismics.parallaxscroll.ParallaxScrollView,com.sismics.parallaxscroll.ParallaxScrollView
project-1-team-8,com.sismics.parallaxscroll,ParallaxScrollView,ParallaxScrollView,4,1,2,31,0,com.sismics.parallaxscroll.ParallaxScrollView,com.sismics.parallaxscroll.ParallaxScrollView
project-1-team-8,com.sismics.parallaxscroll,ParallaxScrollView,ParallaxScrollView,3,1,1,36,0,,
project-1-team-8,com.sismics.parallaxscroll,ParallaxScrollView,init,8,1,2,40,0,,
project-1-team-8,com.sismics.parallaxscroll,ParallaxScrollView,onFinishInflate,4,1,0,49,0,com.sismics.parallaxscroll.ParallaxScrollView,com.sismics.parallaxscroll.ParallaxScrollView
project-1-team-8,com.sismics.parallaxscroll,ParallaxScrollView,makeViewsParallax,10,3,0,55,0,,
project-1-team-8,com.sismics.parallaxscroll,ParallaxScrollView,onScrollChanged,15,3,4,66,0,,
project-1-team-8,com.sismics.parallaxscroll,ParallaxedView,translatePreICS,0,1,2,20,0,,
project-1-team-8,com.sismics.parallaxscroll,ParallaxedView,ParallaxedView,5,1,1,22,0,,
project-1-team-8,com.sismics.parallaxscroll,ParallaxedView,is,3,1,1,28,0,,
project-1-team-8,com.sismics.parallaxscroll,ParallaxedView,setOffset,9,3,1,32,0,com.sismics.parallaxscroll.ParallaxedView,com.sismics.parallaxscroll.ParallaxedView
project-1-team-8,com.sismics.parallaxscroll,ParallaxedView,setAlpha,9,3,1,43,0,com.sismics.parallaxscroll.ParallaxedView,com.sismics.parallaxscroll.ParallaxedView
project-1-team-8,com.sismics.parallaxscroll,ParallaxedView,addAnimation,3,1,1,53,0,,
project-1-team-8,com.sismics.parallaxscroll,ParallaxedView,alphaPreICS,3,1,2,57,0,com.sismics.parallaxscroll.ParallaxedView,com.sismics.parallaxscroll.ParallaxedView
project-1-team-8,com.sismics.parallaxscroll,ParallaxedView,animateNow,12,4,0,61,0,,
project-1-team-8,com.sismics.parallaxscroll,ParallaxedView,setView,3,1,1,76,0,,
project-1-team-8,com.sismics.reader.ui.widget,ArticleScrollView,ArticleScrollView,3,1,1,20,0,,
project-1-team-8,com.sismics.reader.ui.widget,ArticleScrollView,ArticleScrollView,3,1,2,24,0,,
project-1-team-8,com.sismics.reader.ui.widget,ArticleScrollView,ArticleScrollView,3,1,3,28,0,,
project-1-team-8,com.sismics.reader.ui.widget,ArticleScrollView,onScrollChanged,19,5,4,32,0,,
project-1-team-8,com.sismics.reader.ui.widget,ArticleScrollView,setOnScrollChangedListener,3,1,1,53,0,,
project-1-team-8,com.sismics.reader.ui.widget,ArticlesSwipeRefreshLayout,ArticlesSwipeRefreshLayout,3,1,1,16,0,,
project-1-team-8,com.sismics.reader.ui.widget,ArticlesSwipeRefreshLayout,ArticlesSwipeRefreshLayout,3,1,2,20,0,,
project-1-team-8,com.sismics.reader.ui.widget,ArticlesSwipeRefreshLayout,canChildScrollUp,4,1,0,24,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionAdapter,SubscriptionAdapter,6,1,2,48,0,com.sismics.reader.ui.adapter.SubscriptionAdapter,com.sismics.reader.ui.adapter.SubscriptionAdapter
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionAdapter,getView,43,11,3,61,0,com.sismics.reader.ui.adapter.SubscriptionAdapter,com.sismics.reader.ui.adapter.SubscriptionAdapter
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionAdapter,getCount,3,1,0,118,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionAdapter,getItemViewType,3,1,1,123,0,com.sismics.reader.ui.adapter.SubscriptionAdapter,com.sismics.reader.ui.adapter.SubscriptionAdapter
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionAdapter,getViewTypeCount,3,1,0,128,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionAdapter,getItem,8,1,1,133,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionAdapter,getItemId,3,1,1,142,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionAdapter,isEnabled,4,1,1,147,0,com.sismics.reader.ui.adapter.SubscriptionAdapter,com.sismics.reader.ui.adapter.SubscriptionAdapter
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionAdapter,setItems,71,7,1,155,0,,
project-1-team-8,com.sismics.reader.ui.adapter,ArticlesAdapter,ArticlesAdapter,5,1,1,44,0,,
project-1-team-8,com.sismics.reader.ui.adapter,ArticlesAdapter,getView,39,4,3,54,0,com.sismics.reader.ui.adapter.ArticlesAdapter,com.sismics.reader.ui.adapter.ArticlesAdapter
project-1-team-8,com.sismics.reader.ui.adapter,ArticlesAdapter,getCount,3,1,0,102,0,,
project-1-team-8,com.sismics.reader.ui.adapter,ArticlesAdapter,getItem,3,1,1,107,0,,
project-1-team-8,com.sismics.reader.ui.adapter,ArticlesAdapter,getItemId,3,1,1,112,0,,
project-1-team-8,com.sismics.reader.ui.adapter,ArticlesPagerAdapter,ArticlesPagerAdapter,3,1,1,20,0,,
project-1-team-8,com.sismics.reader.ui.adapter,ArticlesPagerAdapter,getItem,4,1,1,28,0,,
project-1-team-8,com.sismics.reader.ui.adapter,ArticlesPagerAdapter,getCount,3,1,0,34,0,,
project-1-team-8,com.sismics.reader.ui.adapter,ArticlesPagerAdapter,getItemPosition,3,1,1,39,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,getInstance,6,2,0,75,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,getArticleItems,3,1,0,86,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,addAdapter,8,3,2,95,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,removeAdapter,8,3,2,109,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,onDataChanged,10,4,0,123,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,restart,11,2,2,137,0,com.sismics.reader.ui.adapter.SharedArticlesAdapterHelper,com.sismics.reader.ui.adapter.SharedArticlesAdapterHelper
project-1-team-8,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,getUrl,3,1,0,156,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,load,54,9,1,164,0,com.sismics.reader.ui.adapter.SharedArticlesAdapterHelper,com.sismics.reader.ui.adapter.SharedArticlesAdapterHelper
project-1-team-8,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,onSuccess,29,5,1,192,0,com.sismics.reader.ui.adapter.SharedArticlesAdapterHelper,com.sismics.reader.ui.adapter.SharedArticlesAdapterHelper
project-1-team-8,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,onFailure,7,2,4,233,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SharedArticlesAdapterHelper,isFullyLoaded,3,1,0,245,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionItem,getType,3,1,0,33,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionItem,getId,3,1,0,41,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionItem,getTitle,3,1,0,49,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionItem,getUrl,3,1,0,57,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionItem,isUnread,3,1,0,65,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionItem,isRoot,3,1,0,73,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionItem,getUnreadCount,3,1,0,81,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionItem,setType,3,1,1,89,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionItem,setId,3,1,1,97,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionItem,setTitle,3,1,1,105,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionItem,setUrl,3,1,1,113,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionItem,setUnreadCount,3,1,1,121,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionItem,setUnread,3,1,1,129,0,,
project-1-team-8,com.sismics.reader.ui.adapter,SubscriptionItem,setRoot,3,1,1,137,0,,
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,CategoryAdapter,6,1,2,49,0,,
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,getView,0,5,3,61,0,com.sismics.reader.ui.adapter.CategoryAdapter,com.sismics.reader.ui.adapter.CategoryAdapter
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,onClick,0,4,1,77,0,com.sismics.reader.ui.adapter.CategoryAdapter,com.sismics.reader.ui.adapter.CategoryAdapter
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,onMenuItemClick,0,4,1,85,0,com.sismics.reader.ui.adapter.CategoryAdapter,com.sismics.reader.ui.adapter.CategoryAdapter
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,onClick,3,1,2,103,0,com.sismics.reader.ui.adapter.CategoryAdapter,com.sismics.reader.ui.adapter.CategoryAdapter
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,onClick,2,1,2,107,0,,
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,getCount,3,1,0,131,0,,
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,getItem,8,1,1,136,0,,
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,getItemId,3,1,1,145,0,com.sismics.reader.ui.adapter.CategoryAdapter,com.sismics.reader.ui.adapter.CategoryAdapter
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,hasStableIds,3,1,0,150,0,,
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,move,10,2,2,155,0,com.sismics.reader.ui.adapter.CategoryAdapter,com.sismics.reader.ui.adapter.CategoryAdapter
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,delete,20,2,1,171,0,com.sismics.reader.ui.adapter.CategoryAdapter,com.sismics.reader.ui.adapter.CategoryAdapter
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,onClick,10,2,2,180,0,com.sismics.reader.ui.adapter.CategoryAdapter,com.sismics.reader.ui.adapter.CategoryAdapter
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,onClick,3,1,2,193,0,,
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,add,9,1,1,201,0,,
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,rename,10,2,2,215,0,com.sismics.reader.ui.adapter.CategoryAdapter,com.sismics.reader.ui.adapter.CategoryAdapter
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,getStates,3,1,0,231,0,,
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,clearStates,3,1,0,239,0,,
project-1-team-8,com.sismics.reader.ui.adapter,CategoryAdapter,updateCategoryId,7,3,2,246,0,,
project-1-team-8,com.sismics.reader.ui.form,Validable,getView,3,1,0,11,0,,
project-1-team-8,com.sismics.reader.ui.form,Validable,setView,3,1,1,19,0,,
project-1-team-8,com.sismics.reader.ui.form,Validable,isValidated,3,1,0,27,0,,
project-1-team-8,com.sismics.reader.ui.form,Validable,setValidated,3,1,1,35,0,,
project-1-team-8,com.sismics.reader.ui.form,Validator,Validator,3,1,1,37,0,,
project-1-team-8,com.sismics.reader.ui.form,Validator,setOnValidationChanged,4,1,1,45,0,,
project-1-team-8,com.sismics.reader.ui.form,Validator,addValidable,29,6,3,54,0,,
project-1-team-8,com.sismics.reader.ui.form,Validator,onTextChanged,2,1,4,65,0,,
project-1-team-8,com.sismics.reader.ui.form,Validator,beforeTextChanged,2,1,4,70,0,,
project-1-team-8,com.sismics.reader.ui.form,Validator,afterTextChanged,18,6,1,75,0,,
project-1-team-8,com.sismics.reader.ui.form,Validator,isValidated,3,1,1,99,0,,
project-1-team-8,com.sismics.reader.ui.form,Validator,isValidated,8,3,0,108,0,,
project-1-team-8,com.sismics.reader.ui.form.validator,ValidatorType,validate,0,1,1,12,0,,
project-1-team-8,com.sismics.reader.ui.form.validator,ValidatorType,getErrorMessage,0,1,1,19,0,,
project-1-team-8,com.sismics.reader.ui.form.validator,Required,validate,3,1,1,14,0,,
project-1-team-8,com.sismics.reader.ui.form.validator,Required,getErrorMessage,3,1,1,19,0,,
project-1-team-8,com.sismics.reader.ui.form.validator,Length,Length,4,1,2,29,0,,
project-1-team-8,com.sismics.reader.ui.form.validator,Length,validate,4,1,1,39,0,,
project-1-team-8,com.sismics.reader.ui.form.validator,Length,getErrorMessage,6,2,1,45,0,,
project-1-team-8,com.sismics.reader.ui.form.validator,Alphanumeric,validate,3,1,1,18,0,,
project-1-team-8,com.sismics.reader.ui.form.validator,Alphanumeric,getErrorMessage,3,1,1,23,0,,
project-1-team-8,com.sismics.reader.ui.form.validator,Email,validate,3,1,1,21,0,,
project-1-team-8,com.sismics.reader.ui.form.validator,Email,getErrorMessage,3,1,1,26,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,onStart,3,1,0,67,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,onSuccess,2,1,0,72,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,onError,2,1,0,75,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,onEnd,3,1,0,78,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,onCreate,52,4,1,84,0,com.sismics.reader.activity.MainActivity,com.sismics.reader.activity.MainActivity
project-1-team-8,com.sismics.reader.activity,MainActivity,onItemClick,3,1,4,117,0,com.sismics.reader.activity.MainActivity,com.sismics.reader.activity.MainActivity
project-1-team-8,com.sismics.reader.activity,MainActivity,onDrawerOpened,4,1,1,133,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,onDrawerClosed,4,1,1,139,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,onRefresh,3,1,0,151,0,com.sismics.reader.activity.MainActivity,com.sismics.reader.activity.MainActivity
project-1-team-8,com.sismics.reader.activity,MainActivity,onCreateOptionsMenu,9,1,1,161,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,onPrepareOptionsMenu,7,2,1,175,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,onOptionsItemSelected,0,10,1,185,0,com.sismics.reader.activity.MainActivity,com.sismics.reader.activity.MainActivity
project-1-team-8,com.sismics.reader.activity,MainActivity,onFinish,5,1,0,190,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,onClick,13,2,2,206,0,com.sismics.reader.activity.MainActivity,com.sismics.reader.activity.MainActivity
project-1-team-8,com.sismics.reader.activity,MainActivity,onFinish,6,2,0,211,0,com.sismics.reader.activity.MainActivity,com.sismics.reader.activity.MainActivity
project-1-team-8,com.sismics.reader.activity,MainActivity,onClick,3,1,2,222,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,onSubscriptionAdded,3,1,1,236,0,com.sismics.reader.activity.MainActivity,com.sismics.reader.activity.MainActivity
project-1-team-8,com.sismics.reader.activity,MainActivity,selectItem,38,9,3,272,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,refreshSubscriptions,44,7,2,334,0,com.sismics.reader.activity.MainActivity,com.sismics.reader.activity.MainActivity
project-1-team-8,com.sismics.reader.activity,MainActivity,onSuccess,20,4,1,343,0,com.sismics.reader.activity.MainActivity,com.sismics.reader.activity.MainActivity
project-1-team-8,com.sismics.reader.activity,MainActivity,onFailure,7,2,4,370,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,onPostCreate,6,2,1,401,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,onConfigurationChanged,6,2,1,410,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,onSaveInstanceState,4,1,1,419,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,isActivityDestroyed,3,1,0,425,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,onDestroy,5,1,0,434,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,onNewIntent,4,1,1,441,0,com.sismics.reader.activity.MainActivity,com.sismics.reader.activity.MainActivity
project-1-team-8,com.sismics.reader.activity,MainActivity,handleIntent,21,3,1,447,0,,
project-1-team-8,com.sismics.reader.activity,MainActivity,onActivityResult,6,2,3,491,0,com.sismics.reader.activity.MainActivity,com.sismics.reader.activity.MainActivity
project-1-team-8,com.sismics.reader.activity,LicenseActivity,onCreate,7,1,1,24,0,,
project-1-team-8,com.sismics.reader.activity,LicenseActivity,onOptionsItemSelected,8,2,1,38,0,,
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,onCreate,37,3,1,38,0,com.sismics.reader.activity.CategoriesActivity,com.sismics.reader.activity.CategoriesActivity
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,onSuccess,24,3,1,49,0,,
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,drop,3,1,2,72,0,,
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,onFailure,4,1,4,79,0,com.sismics.reader.activity.CategoriesActivity,com.sismics.reader.activity.CategoriesActivity
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,finish,20,2,0,87,0,com.sismics.reader.activity.CategoriesActivity,com.sismics.reader.activity.CategoriesActivity
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,onClick,3,1,2,94,0,com.sismics.reader.activity.CategoriesActivity,com.sismics.reader.activity.CategoriesActivity
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,onClick,6,1,2,100,0,com.sismics.reader.activity.CategoriesActivity,com.sismics.reader.activity.CategoriesActivity
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,save,72,8,0,115,0,com.sismics.reader.activity.CategoriesActivity,com.sismics.reader.activity.CategoriesActivity
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,onCancel,7,1,1,120,0,com.sismics.reader.activity.CategoriesActivity,com.sismics.reader.activity.CategoriesActivity
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,run,50,7,0,134,0,com.sismics.reader.activity.CategoriesActivity,com.sismics.reader.activity.CategoriesActivity
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,onSuccess,4,1,1,156,0,,
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,onFailure,6,1,4,165,0,com.sismics.reader.activity.CategoriesActivity,com.sismics.reader.activity.CategoriesActivity
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,onSuccess,4,1,1,178,0,,
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,onFailure,3,1,4,185,0,,
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,onCreateOptionsMenu,5,1,1,214,0,,
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,onOptionsItemSelected,25,4,1,221,0,com.sismics.reader.activity.CategoriesActivity,com.sismics.reader.activity.CategoriesActivity
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,onClick,3,1,2,235,0,,
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,onClick,2,1,2,239,0,,
project-1-team-8,com.sismics.reader.activity,CategoriesActivity,onDestroy,4,1,0,252,0,,
project-1-team-8,com.sismics.reader.activity,SettingsActivity,onCreate,6,1,1,16,0,,
project-1-team-8,com.sismics.reader.activity,SettingsActivity,onOptionsItemSelected,8,2,1,29,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onStart,3,1,0,69,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onSuccess,2,1,0,74,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onError,3,1,0,77,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onEnd,3,1,0,82,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onCreate,107,13,1,88,0,com.sismics.reader.activity.ArticleActivity,com.sismics.reader.activity.ArticleActivity
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onPageSelected,20,5,1,109,0,com.sismics.reader.activity.ArticleActivity,com.sismics.reader.activity.ArticleActivity
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onPageScrolled,17,5,3,140,0,com.sismics.reader.activity.ArticleActivity,com.sismics.reader.activity.ArticleActivity
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onPageScrollStateChanged,2,1,1,161,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onScrollStateChanged,2,1,2,185,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onScroll,5,2,4,189,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onItemClick,6,2,4,199,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onDrawerSlide,2,1,2,215,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onDrawerStateChanged,2,1,1,218,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onDrawerOpened,3,1,1,221,0,com.sismics.reader.activity.ArticleActivity,com.sismics.reader.activity.ArticleActivity
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onDrawerClosed,3,1,1,226,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onArticlesDrawerOpened,9,2,0,239,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,finish,12,3,0,254,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onCreateOptionsMenu,7,1,1,269,0,com.sismics.reader.activity.ArticleActivity,com.sismics.reader.activity.ArticleActivity
project-1-team-8,com.sismics.reader.activity,ArticleActivity,updateActionBar,13,2,0,281,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onOptionsItemSelected,0,6,1,304,0,com.sismics.reader.activity.ArticleActivity,com.sismics.reader.activity.ArticleActivity
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onSuccess,10,1,1,329,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onFinish,3,1,0,339,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onSuccess,10,1,1,353,0,com.sismics.reader.activity.ArticleActivity,com.sismics.reader.activity.ArticleActivity
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onFinish,3,1,0,363,0,,
project-1-team-8,com.sismics.reader.activity,ArticleActivity,onPause,18,4,0,385,0,,
project-1-team-8,com.sismics.reader.activity,LoginActivity,onCreate,70,3,1,41,0,com.sismics.reader.activity.LoginActivity,com.sismics.reader.activity.LoginActivity
project-1-team-8,com.sismics.reader.activity,LoginActivity,onComplete,3,1,0,70,0,,
project-1-team-8,com.sismics.reader.activity,LoginActivity,onClick,37,2,1,86,0,,
project-1-team-8,com.sismics.reader.activity,LoginActivity,onSuccess,11,1,1,95,0,,
project-1-team-8,com.sismics.reader.activity,LoginActivity,onComplete,5,1,0,102,0,,
project-1-team-8,com.sismics.reader.activity,LoginActivity,onFailure,10,2,4,111,0,,
project-1-team-8,com.sismics.reader.activity,LoginActivity,tryConnect,35,4,0,134,0,,
project-1-team-8,com.sismics.reader.activity,LoginActivity,onSuccess,10,2,1,155,0,,
project-1-team-8,com.sismics.reader.activity,LoginActivity,onFailure,4,1,4,171,0,,
project-1-team-8,com.sismics.reader.activity,LoginActivity,onFinish,3,1,0,177,0,,
project-1-team-8,com.sismics.reader.model.application,ApplicationContext,ApplicationContext,2,1,0,29,0,,
project-1-team-8,com.sismics.reader.model.application,ApplicationContext,getInstance,6,2,0,35,0,,
project-1-team-8,com.sismics.reader.model.application,ApplicationContext,isLoggedIn,3,1,0,47,0,,
project-1-team-8,com.sismics.reader.model.application,ApplicationContext,getUserInfo,3,1,0,55,0,,
project-1-team-8,com.sismics.reader.model.application,ApplicationContext,setUserInfo,4,1,2,63,0,,
project-1-team-8,com.sismics.reader.model.application,ApplicationContext,fetchUserInfo,15,3,2,72,0,com.sismics.reader.model.application.ApplicationContext,com.sismics.reader.model.application.ApplicationContext
project-1-team-8,com.sismics.reader.model.application,ApplicationContext,onSuccess,5,2,1,79,0,com.sismics.reader.model.application.ApplicationContext,com.sismics.reader.model.application.ApplicationContext
project-1-team-8,com.sismics.reader.model.application,ApplicationContext,onFinish,5,2,0,87,0,,
project-1-team-8,com.sismics.reader.resource,StarredResource,star,9,2,4,17,0,,
project-1-team-8,com.sismics.reader.resource,StarredResource,starMultiple,6,1,3,35,0,,
project-1-team-8,com.sismics.reader.resource,StarredResource,unstarMultiple,6,1,3,50,0,,
project-1-team-8,com.sismics.reader.resource,SubscriptionResource,add,6,1,3,16,0,,
project-1-team-8,com.sismics.reader.resource,SubscriptionResource,list,6,1,3,30,0,,
project-1-team-8,com.sismics.reader.resource,SubscriptionResource,feed,11,2,7,44,0,,
project-1-team-8,com.sismics.reader.resource,SubscriptionResource,read,5,1,3,68,0,,
project-1-team-8,com.sismics.reader.resource,SubscriptionResource,cancel,3,1,1,81,0,,
project-1-team-8,com.sismics.reader.resource,BaseResource,init,13,3,1,66,0,,
project-1-team-8,com.sismics.reader.resource,BaseResource,getApiUrl,7,2,1,123,0,,
project-1-team-8,com.sismics.reader.resource,ArticleResource,readMultiple,6,1,3,17,0,,
project-1-team-8,com.sismics.reader.resource,ArticleResource,unreadMultiple,6,1,3,32,0,,
project-1-team-8,com.sismics.reader.resource,ArticleResource,unread,5,1,3,47,0,,
project-1-team-8,com.sismics.reader.resource,CategoryResource,add,6,1,3,15,0,,
project-1-team-8,com.sismics.reader.resource,CategoryResource,list,5,1,2,29,0,,
project-1-team-8,com.sismics.reader.resource,CategoryResource,delete,4,1,3,41,0,,
project-1-team-8,com.sismics.reader.resource,CategoryResource,update,11,3,5,53,0,,
project-1-team-8,com.sismics.reader.resource,CategoryResource,cancel,3,1,1,74,0,,
project-1-team-8,com.sismics.reader.resource,UserResource,login,8,1,4,15,0,,
project-1-team-8,com.sismics.reader.resource,UserResource,info,5,1,2,32,0,,
project-1-team-8,com.sismics.reader.resource,UserResource,logout,5,1,2,44,0,,
project-1-team-8,com.sismics.reader.fragment,AddSubscriptionDialogFragment,setAddSubscriptionDialogListener,3,1,1,40,0,,
project-1-team-8,com.sismics.reader.fragment,AddSubscriptionDialogFragment,onCreateDialog,8,1,1,49,0,,
project-1-team-8,com.sismics.reader.fragment,AddSubscriptionDialogFragment,show,35,3,2,70,0,,
project-1-team-8,com.sismics.reader.fragment,AddSubscriptionDialogFragment,onClick,27,3,1,78,0,,
project-1-team-8,com.sismics.reader.fragment,AddSubscriptionDialogFragment,onSuccess,7,2,1,93,0,,
project-1-team-8,com.sismics.reader.fragment,AddSubscriptionDialogFragment,onFailure,3,1,4,107,0,,
project-1-team-8,com.sismics.reader.fragment,AddSubscriptionDialogFragment,onFinish,4,1,0,113,0,,
project-1-team-8,com.sismics.reader.fragment,AddSubscriptionDialogFragment,onDismiss,4,1,1,123,0,,
project-1-team-8,com.sismics.reader.fragment,SettingsFragment,onCreate,20,1,1,25,0,com.sismics.reader.fragment.SettingsFragment,com.sismics.reader.fragment.SettingsFragment
project-1-team-8,com.sismics.reader.fragment,SettingsFragment,onPreferenceClick,6,1,1,41,0,,
project-1-team-8,com.sismics.reader.fragment,SettingsFragment,onResume,4,1,0,57,0,,
