Project Name,Package Name,Type Name,Method Name,Code Smell
project-1-team-8,com.sismics.reader.core.dao.file.json,StarredReader,read,Long Identifier
project-1-team-8,com.sismics.reader.core.dao.file.json,StarredReader,read,Magic Number
project-1-team-8,com.sismics.reader.core.dao.file.json,StarredReader,setStarredArticleListener,Long Identifier
project-1-team-8,com.sismics.reader.core.dao.file.json,TestStarredReader,starredReaderTest,Magic Number
project-1-team-8,com.sismics.reader.core.dao.file.json,TestStarredReader,starredReaderTest,Magic Number
project-1-team-8,com.sismics.reader.core.dao.file.json,TestStarredReader,starredReaderTest,Magic Number
project-1-team-8,com.sismics.reader.core.dao.file.html,FaviconDownloader,downloadFaviconFromPage,Long Statement
project-1-team-8,com.sismics.reader.core.dao.file.html,FaviconDownloader,downloadFaviconFromPage,Long Statement
project-1-team-8,com.sismics.reader.core.dao.file.html,FaviconDownloader,downloadFavicon,Empty catch clause
project-1-team-8,com.sismics.reader.core.dao.file.html,FaviconDownloader,downloadFavicon,Magic Number
project-1-team-8,com.sismics.reader.core.dao.file.html,FaviconDownloader,process,Empty catch clause
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractKorbenTest,Magic Number
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractKorbenTest,Magic Number
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractKorbenTest,Magic Number
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractXkcdTest,Magic Number
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractPloumTest,Magic Number
project-1-team-8,com.sismics.reader.core.dao.file.html,TestRssExtractor,rssExtractMakiko,Magic Number
project-1-team-8,com.sismics.reader.core.dao.file.html,TestFaviconDownloader,faviconDownloaderDoubleFineTest,Long Statement
project-1-team-8,com.sismics.reader.core.dao.file.html,TestFaviconDownloader,faviconDownloaderDoubleFineTest,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,JobDao,getQueryParam,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,RoleBaseFunctionDao,findByRoleId,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSynchronizationDao,deleteOldFeedSynchronization,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSynchronizationDao,findByFeedId,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,ArticleDao,getQueryParam,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,ArticleDao,create,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,ArticleDao,update,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,ArticleDao,delete,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,ArticleDao,delete,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,getQueryParam,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,authenticate,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,create,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,update,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,updatePassword,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,getActiveByUsername,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,getActiveByPasswordResetKey,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,delete,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,delete,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,delete,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,delete,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserDao,delete,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,getQueryParam,Complex Method
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,getQueryParam,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,getQueryParam,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,getQueryParam,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,getQueryParam,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,getQueryParam,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,update,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,markAsRead,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,delete,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,getUserArticle,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,AuthenticationTokenDao,deleteOldSessionToken,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedDao,getQueryParam,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedDao,getByRssUrl,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedDao,update,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,getQueryParam,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,update,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,updateUnreadCount,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,reorder,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,delete,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,getFeedSubscription,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,findByCategory,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,getCategoryCount,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,update,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,reorder,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,getRootCategory,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,getCategory,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,getCategoryCount,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,findAllCategory,Long Statement
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,findSubCategory,Long Statement
project-1-team-8,com.sismics.reader.core.util,DirectoryUtil,getBaseDataDirectory,Complex Method
project-1-team-8,com.sismics.reader.core.util,StreamUtil,detectGzip,Magic Number
project-1-team-8,com.sismics.reader.core.util,StreamUtil,detectGzip,Magic Number
project-1-team-8,com.sismics.reader.core.util,StreamUtil,detectGzip,Magic Number
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Complex Conditional
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Complex Method
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Long Statement
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Long Statement
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Long Statement
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Long Statement
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Long Statement
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Magic Number
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Magic Number
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Magic Number
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,apply,Complex Conditional
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,apply,Complex Method
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,apply,Magic Number
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,apply,Magic Number
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,apply,Magic Number
project-1-team-8,com.sismics.reader.core.util.http,ReaderHttpClient,open,Complex Conditional
project-1-team-8,com.sismics.reader.core.util.http,ReaderHttpClient,open,Empty catch clause
project-1-team-8,com.sismics.reader.core.util.http,ReaderHttpClient,open,Long Statement
project-1-team-8,com.sismics.util,UrlUtil,getBaseUri,Empty catch clause
project-1-team-8,com.sismics.util,ResourceUtil,list,Complex Method
project-1-team-8,com.sismics.util,ResourceUtil,list,Magic Number
project-1-team-8,com.sismics.util,ResourceUtil,loadPropertiesFromUrl,Empty catch clause
project-1-team-8,com.sismics.util,DateUtil,parseDate,Empty catch clause
project-1-team-8,com.sismics.util,DateUtil,parseDate,Empty catch clause
project-1-team-8,com.sismics.util,AdblockUtil,matches,Long Parameter List
project-1-team-8,com.sismics.util,AdblockUtil,matches,Long Statement
project-1-team-8,com.sismics.util,LocaleUtil,getLocale,Magic Number
project-1-team-8,com.sismics.util,LocaleUtil,getLocale,Magic Number
project-1-team-8,com.sismics.util,LocaleUtil,getLocale,Magic Number
project-1-team-8,com.sismics.util,HttpUtil,readUrlIntoString,Empty catch clause
project-1-team-8,com.sismics.util,HttpUtil,postUrl,Empty catch clause
project-1-team-8,com.sismics.util,HttpUtil,postUrl,Empty catch clause
project-1-team-8,com.sismics.util,TestTextSanitizer,textSanitizerTest,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerImageAkeweaTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerImageDilbertTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerImageXmlBaseTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerLinkTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeVimeoTest,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeVimeoTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeDailymotionTest,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeDailymotionTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeDailymotionTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeYoutubeTest,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeYoutubeTest,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeYoutubeTest,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeYoutubeTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeYoutubeTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeYoutubeTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeGoogleMapsTest,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeGoogleMapsTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeSoundCloudTest,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeSoundCloudTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeSlashdotTest,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeSlashdotTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeWhydTest,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeWhydTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeWhydTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeBandcampTest,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeBandcampTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeBandcampTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeVineTest,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeVineTest,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer71Test,Magic Number
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement
project-1-team-8,com.sismics.util,TestUrlUtil,completeUrlTest,Long Statement
project-1-team-8,com.sismics.util,TestUrlUtil,completeUrlTest,Long Statement
project-1-team-8,com.sismics.util,TestNetworkUtil,testUpnp,Magic Number
project-1-team-8,com.sismics.util,TestResourceUtil,loadResourceFileTest,Long Statement
project-1-team-8,com.sismics.util,TestCertUtil,sslFailTest,Empty catch clause
project-1-team-8,com.sismics.util,TestCertUtil,sslFailTest,Magic Number
project-1-team-8,com.sismics.util.log4j,MemoryAppender,append,Long Statement
project-1-team-8,com.sismics.util.log4j,MemoryAppender,find,Complex Conditional
project-1-team-8,com.sismics.util.log4j,MemoryAppender,find,Long Statement
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Complex Conditional
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Complex Conditional
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Complex Method
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Long Statement
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Long Statement
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number
project-1-team-8,com.sismics.util.jpa,DialectUtil,isObjectNotFound,Long Statement
project-1-team-8,com.sismics.util.jpa,SuppliedConnectionProviderConnectionHelper,prepare,Empty catch clause
project-1-team-8,com.sismics.util.jpa,DbOpenHelper,open,Long Statement
project-1-team-8,com.sismics.util.jpa,ResultMapper,booleanValue,Long Statement
project-1-team-8,com.sismics.util.jpa,ResultMapper,intValue,Long Statement
project-1-team-8,com.sismics.util.jpa,ResultMapper,longValue,Long Statement
project-1-team-8,com.sismics.util.jpa,ResultMapper,doubleValue,Long Statement
project-1-team-8,com.sismics.util.jpa,QueryParam,QueryParam,Long Parameter List
project-1-team-8,com.sismics.util.jpa,QueryParam,QueryParam,Long Parameter List
project-1-team-8,com.sismics.util.cert,CertUtil,testSsl,Empty catch clause
project-1-team-8,com.sismics.util.cert,CertUtil,testSsl,Empty catch clause
project-1-team-8,com.sismics.util.cert,CertUtil,testSsl,Magic Number
project-1-team-8,com.sismics.reader.agent.ui,StatusPanel,initComponent,Magic Number
project-1-team-8,com.sismics.reader.agent.ui,StatusPanel,initComponent,Magic Number
project-1-team-8,com.sismics.reader.agent.ui,StatusPanel,notifyDeploymentStatus,Long Statement
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,saveSetting,Long Statement
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,initComponent,Long Statement
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,initComponent,Magic Number
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,initComponent,Magic Number
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,actionPerformed,Long Statement
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,getPort,Magic Number
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,centerComponent,Magic Number
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,centerComponent,Magic Number
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,centerComponent,Magic Number
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,centerComponent,Magic Number
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,initComponent,Magic Number
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,initComponent,Magic Number
project-1-team-8,com.sismics.reader.agent.model,Setting,read,Empty catch clause
project-1-team-8,com.sismics.reader.agent.model,Setting,save,Empty catch clause
project-1-team-8,com.sismics.reader.agent,ReaderAgent,isElevationNeeded,Magic Number
project-1-team-8,com.sismics.reader.agent.deployer,DeploymentStatus,DeploymentStatus,Long Parameter List
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,getMemoryUsed,Magic Number
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,getMemoryUsed,Magic Number
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,getUrl,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,StarredResource,get,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,StarredResource,get,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,list,Complex Conditional
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,list,Complex Method
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,list,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,list,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,get,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,get,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,add,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,add,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,update,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,favicon,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,favicon,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,favicon,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,favicon,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,favicon,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,read,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,importFile,Empty catch clause
project-1-team-8,com.sismics.reader.rest.resource,AllResource,get,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,AllResource,get,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,AllResource,read,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,TextPlainMessageBodyWriter,getSize,Long Parameter List
project-1-team-8,com.sismics.reader.rest.resource,TextPlainMessageBodyWriter,writeTo,Long Parameter List
project-1-team-8,com.sismics.reader.rest.resource,ArticleResource,read,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,ArticleResource,readMultiple,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,ArticleResource,unread,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,ArticleResource,unreadMultiple,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,AppResource,log,Long Parameter List
project-1-team-8,com.sismics.reader.rest.resource,AppResource,log,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,CategoryResource,get,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,CategoryResource,get,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,CategoryResource,add,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,CategoryResource,read,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,CategoryResource,update,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,UserResource,register,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,UserResource,register,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,UserResource,register,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,UserResource,register,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,UserResource,register,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,UserResource,register,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Complex Method
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Long Parameter List
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Long Statement
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Complex Method
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Long Parameter List
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Magic Number
project-1-team-8,com.sismics.reader.rest.resource,UserResource,info,Complex Method
project-1-team-8,com.sismics.reader.rest.resource,UserResource,info,Long Statement
project-1-team-8,com.sismics.reader.rest.assembler,ArticleAssembler,asJson,Long Statement
project-1-team-8,com.sismics.reader.rest.dao,ThemeDao,findAll,Complex Method
project-1-team-8,com.sismics.reader.rest.util,TestValidationUtil,testValidateHttpUrlFail,Empty catch clause
project-1-team-8,com.sismics.reader.rest.util,TestValidationUtil,testValidateHttpUrlFail,Empty catch clause
project-1-team-8,com.sismics.reader.rest,TestAllResource,testAllResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestAllResource,testAllResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestAllResource,testAllResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestAllResource,testAllResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestAllResource,testAllResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestAllResource,testAllResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestAllResource,testAllResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestAllResource,testMultipleUsers,Magic Number
project-1-team-8,com.sismics.reader.rest,TestAllResource,testMultipleUsers,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSearchResource,testSearchResource,Long Statement
project-1-team-8,com.sismics.reader.rest,TestSearchResource,testSearchResource,Long Statement
project-1-team-8,com.sismics.reader.rest,TestSearchResource,testSearchResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSearchResource,testSearchResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSearchResource,testSearchResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestJobResource,testJobResource,Long Statement
project-1-team-8,com.sismics.reader.rest,TestJobResource,testJobResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestJobResource,testJobResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestCategoryResource,testCategoryResource,Long Method
project-1-team-8,com.sismics.reader.rest,TestCategoryResource,testCategoryResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestCategoryResource,testCategoryResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestCategoryResource,testCategoryResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestCategoryResource,testCategoryResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestCategoryResource,testCategoryResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSecurity,testHeaderBasedAuthentication,Long Statement
project-1-team-8,com.sismics.reader.rest,TestSecurity,testHeaderBasedAuthentication,Long Statement
project-1-team-8,com.sismics.reader.rest,TestStarredResource,testStarredResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestStarredResource,testStarredResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestStarredResource,testStarredResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestUserResource,testUserResource,Long Statement
project-1-team-8,com.sismics.reader.rest,TestUserResource,testUserResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestUserResource,testUserResourceAdmin,Long Statement
project-1-team-8,com.sismics.reader.rest,TestAppResource,testLogResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestAppResource,testLogResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestAppResource,testLogResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestAppResource,testLogResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestAppResource,testLogResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Long Method
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testDeletedArticle,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testDeletedArticle,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testDeletedArticle,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testDeletedArticle,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testDeletedArticle,Magic Number
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testDeletedArticle,Magic Number
